label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5]
388800.bg2	[0,0,0,0,972000]	6 5 2
388800.bh1	[0,0,0,0,-3240]	6 5 2
388800.bh2	[0,0,0,0,120]	6 5 2
388800.bi1	[0,0,0,0,-48600]	6 5 2
388800.bi2	[0,0,0,0,1800]	6 5 2
388800.bj1	[0,0,0,-542700,-153882000]	6 5 2
388800.bk1	[0,0,0,-348300,-79542000]	6 5 2
388800.bk2	[0,0,0,11700,-582000]	6 5 2
388800.bl1	[0,0,0,40500,20250000]	6 5 2
388800.bm1	[0,0,0,180,6000]	6 5 2
388800.bn1	[0,0,0,-413100,52002000]	6 5 2
388800.bn2	[0,0,0,-197100,-33678000]	6 5 2
388800.bo1	[0,0,0,-24300,162000]	6 5 2
388800.bp1	[0,0,0,-218700,-38394000]	6 5 2
388800.bq1	[0,0,0,-24300,-6642000]	6 5 2
388800.br1	[0,0,0,-1620,-25110]	6 5 2
388800.bs1	[0,0,0,-24300,-1652400]	6 5 2
388800.bt1	[0,0,0,-67500,-7650000]	6 5 2
388800.bu1	[0,0,0,-4500,-116250]	6 5 2
388800.bv1	[0,0,0,450,-750]	6 5 2
388800.bw1	[0,0,0,-675,4500]	6 5 2
388800.bx1	[0,0,0,-947700,355104000]	6 5 2
388800.by1	[0,0,0,-10800,-468000]	6 5 2
388800.bz1	[0,0,0,-2700,-90000]	6 5 2
388800.ca1	[0,0,0,16200,1863000]	6 5 2
388800.cb1	[0,0,0,-180,-960]	6 5 2
388800.cc1	[0,0,0,-48600,4131000]	6 5 2
388800.cd1	[0,0,0,8100,162000]	6 5 2
388800.ce1	[0,0,0,-40500,-3240000]	6 5 2
388800.cf1	[0,0,0,-19575,-846000]	6 5 2
388800.cg1	[0,0,0,-74700,7386000]	6 5 2
388800.ch1	[0,0,0,-2250,41250]	6 5 2
388800.ci1	[0,0,0,-20250,-1113750]	6 5 2
388800.cj1	[0,0,0,-29700,4236000]	6 5 2
388800.ck1	[0,0,0,-267300,-114372000]	6 5 2
388800.cl1	[0,0,0,-810,8910]	6 5 2
388800.cm1	[0,0,0,-90,-330]	6 5 2
388800.cn1	[0,0,0,-176175,22842000]	6 5 2
388800.co1	[0,0,0,-672300,-199422000]	6 5 2
388800.cp1	[0,0,0,-105300,-13152000]	6 5 2
388800.cq1	[0,0,0,-97200,12636000]	6 5 2
388800.cr1	[0,0,0,-24300,2430000]	6 5 2
388800.cs1	[0,0,0,1800,-69000]	6 5 2
388800.ct1	[0,0,0,-1620,25920]	6 5 2
388800.cu1	[0,0,0,900,-6000]	6 5 2
388800.cv1	[0,0,0,-4500,120000]	6 5 2
388800.cw1	[0,0,0,-5400,-153000]	6 5 2
388800.cx1	[0,0,0,-6075,-121500]	6 5 2
388800.cy1	[0,0,0,-2700,246000]	6 5 2
388800.cz1	[0,0,0,-180,930]	6 5 2
388800.da1	[0,0,0,-2700,61200]	6 5 2
388800.db1	[0,0,0,-607500,206550000]	6 5 2
388800.dc1	[0,0,0,-40500,3138750]	6 5 2
388800.dd1	[0,0,0,4050,20250]	6 5 2
388800.de1	[0,0,0,-2700,-6000]	6 5 2
388800.df1	[0,0,0,-24300,1422000]	6 5 2
388800.dg1	[0,0,0,-24300,486000]	6 5 2
388800.dh1	[0,0,0,40500,-4050000]	6 5 2
388800.di1	[0,0,0,24981300,56422866000]	6 5 2
388800.dj1	[0,0,0,-257580,-50317200]	6 5 2
388800.dk1	[0,0,0,-715500,-232950000]	6 5 2
388800.dl1	[0,0,0,180,-1200]	6 5 2
388800.dm1	[0,0,0,-542700,159246000]	6 5 2
388800.dm2	[0,0,0,33300,654000]	6 5 2
388800.dn1	[0,0,0,-24300,-6318000]	6 5 2
388800.do1	[0,0,0,-158220,-24226800]	6 5 2
388800.dp1	[0,0,0,40500,8550000]	6 5 2
388800.dq1	[0,0,0,14580,1846800]	6 5 2
388800.dr1	[0,0,0,-35599500,-81765450000]	6 5 2
388800.ds1	[0,0,0,-2700,66000]	6 5 2
388800.dt1	[0,0,0,-24300,-1782000]	6 5 2
388800.du1	[0,0,0,-153900,23166000]	6 5 2
388800.du2	[0,0,0,-9900,-354000]	6 5 2
388800.dv1	[0,0,0,-89100,9558000]	6 5 2
388800.dv2	[0,0,0,-17100,-858000]	6 5 2
388800.dw1	[0,0,0,-2162700,-1224234000]	6 5 2
388800.dw2	[0,0,0,-2700,-4554000]	6 5 2
388800.dx1	[0,0,0,-240300,45342000]	6 5 2
388800.dx2	[0,0,0,-24300,122958000]	6 5 2
388800.dy1	[0,0,0,-924300,-832458000]	6 5 2
388800.dy2	[0,0,0,8075700,19033542000]	6 5 2
388800.dz1	[0,0,0,-8318700,22476366000]	6 5 2
388800.dz2	[0,0,0,897300,-704946000]	6 5 2
388800.ea1	[0,0,0,-1423980,654123600]	6 5 2
388800.eb1	[0,0,0,364500,-230850000]	6 5 2
388800.ec1	[0,0,0,1620,-68400]	6 5 2
388800.ed1	[0,0,0,-3955500,3028350000]	6 5 2
388800.ee1	[0,0,0,224831700,-1523417382000]	6 5 2
388800.ef1	[0,0,0,4500,150000]	6 5 2
388800.eg1	[0,0,0,-28620,1863600]	6 5 2
388800.eh1	[0,0,0,-6439500,6289650000]	6 5 2
388800.ei1	[0,0,0,1620,32400]	6 5 2
388800.ej1	[0,0,0,-60300,-5898000]	6 5 2
388800.ej2	[0,0,0,299700,-17658000]	6 5 2
388800.ek1	[0,0,0,-2700,234000]	6 5 2
388800.el1	[0,0,0,-2700,-18000]	6 5 2
388800.em1	[0,0,0,40500,810000]	6 5 2
388800.en1	[0,0,0,-60750,5771250]	6 5 2
388800.eo1	[0,0,0,-283500,-58158000]	6 5 2
388800.eo2	[0,0,0,4500,-366000]	6 5 2
388800.ep1	[0,0,0,24300,1944000]	6 5 2
388800.eq1	[0,0,0,-270,1710]	6 5 2
388800.er1	[0,0,0,-25200,1539750]	6 5 2
388800.er2	[0,0,0,-16200,2652750]	6 5 2
388800.es1	[0,0,0,180,240]	6 5 2
388800.et1	[0,0,0,-121500,12150000]	6 5 2
388800.eu1	[0,0,0,-128911500,-563359050000]	6 5 2
388800.ev1	[0,0,0,-572940,-166921200]	6 5 2
388800.ew1	[0,0,0,-540,3600]	6 5 2
388800.ex1	[0,0,0,-8100,-324000]	6 5 2
388800.ey1	[0,0,0,-996300,372762000]	6 5 2
388800.ey2	[0,0,0,-132300,-18342000]	6 5 2
388800.ez1	[0,0,0,-2162700,799146000]	6 5 2
388800.ez2	[0,0,0,-1946700,1045434000]	6 5 2
388800.fa1	[0,0,0,-30375,-2025000]	6 5 2
388800.fb1	[0,0,0,-816300,229038000]	6 5 2
388800.fc1	[0,0,0,-56700,-3726000]	6 5 2
388800.fc2	[0,0,0,-20700,1146000]	6 5 2
388800.fd1	[0,0,0,-135,-600]	6 5 2
388800.fe1	[0,0,0,-450,-3750]	6 5 2
388800.ff1	[0,0,0,0,-9000]	6 5 2
388800.ff2	[0,0,0,0,243000]	6 5 2
388800.fg1	[0,0,0,0,-810]	6 5 2
388800.fg2	[0,0,0,0,30]	6 5 2
388800.fh1	[0,0,0,0,-600]	6 5 2
388800.fh2	[0,0,0,0,16200]	6 5 2
388800.fi1	[0,0,0,0,-4860000]	6 5 2
388800.fi2	[0,0,0,0,180000]	6 5 2
388800.fj1	[0,0,0,-643500,-198690000]	6 5 2
388800.fj2	[0,0,0,-283500,-418770000]	6 5 2
388800.fk1	[0,0,0,-5791500,5364630000]	6 5 2
388800.fk2	[0,0,0,-31500,15510000]	6 5 2
388800.fl1	[0,0,0,0,-12150]	6 5 2
388800.fl2	[0,0,0,0,450]	6 5 2
388800.fm1	[0,0,0,-564300,-169542000]	6 5 2
388800.fm2	[0,0,0,2891700,-443718000]	6 5 2
388800.fn1	[0,0,0,-5078700,4577634000]	6 5 2
388800.fn2	[0,0,0,321300,16434000]	6 5 2
388800.fo1	[0,0,0,0,-56250]	6 5 2
388800.fo2	[0,0,0,0,1518750]	6 5 2
388800.fp1	[0,0,0,0,-324000]	6 5 2
388800.fp2	[0,0,0,0,12000]	6 5 2
388800.fq1	[0,0,0,-1800,33000]	6 5 2
388800.fr1	[0,0,0,-16200,-891000]	6 5 2
388800.fs1	[0,0,0,-25740,1589520]	6 5 2
388800.fs2	[0,0,0,-11340,3350160]	6 5 2
388800.ft1	[0,0,0,-231660,-42917040]	6 5 2
388800.ft2	[0,0,0,-1260,-124080]	6 5 2
388800.fu1	[0,0,0,0,-1440]	6 5 2
388800.fu2	[0,0,0,0,38880]	6 5 2
388800.fv1	[0,0,0,0,-2025000]	6 5 2
388800.fv2	[0,0,0,0,75000]	6 5 2
388800.fw1	[0,0,0,0,-3750]	6 5 2
388800.fw2	[0,0,0,0,101250]	6 5 2
388800.fx1	[0,0,0,-4050,101250]	6 5 2
388800.fy1	[0,0,0,-17520300,-28226718000]	6 5 2
388800.fy2	[0,0,0,-240300,-29598000]	6 5 2
388800.fz1	[0,0,0,-3375,75000]	6 5 2
388800.ga1	[0,0,0,-1190700,495234000]	6 5 2
388800.ga2	[0,0,0,-110700,-13806000]	6 5 2
388800.gb1	[0,0,0,-7346700,-6184026000]	6 5 2
388800.gc1	[0,0,0,-186300,-30942000]	6 5 2
388800.gc2	[0,0,0,-6300,138000]	6 5 2
388800.gd1	[0,0,0,-1215,16200]	6 5 2
388800.ge1	[0,0,0,-900,12000]	6 5 2
388800.gf1	[0,0,0,-13500,-450000]	6 5 2
388800.gg1	[0,0,0,-14323500,20865150000]	6 5 2
388800.gh1	[0,0,0,-5156460,4506872400]	6 5 2
388800.gi1	[0,0,0,-4860,-97200]	6 5 2
388800.gj1	[0,0,0,4500,-30000]	6 5 2
388800.gk1	[0,0,0,-6750,-213750]	6 5 2
388800.gl1	[0,0,0,-31500,2154000]	6 5 2
388800.gl2	[0,0,0,40500,9882000]	6 5 2
388800.gm1	[0,0,0,-2430,-46170]	6 5 2
388800.gn1	[0,0,0,2700,-72000]	6 5 2
388800.go1	[0,0,0,-226800,-41573250]	6 5 2
388800.go2	[0,0,0,-1800,-98250]	6 5 2
388800.gp1	[0,0,0,1620,-6480]	6 5 2
388800.gq1	[0,0,0,-4050,141750]	6 5 2
388800.gr1	[0,0,0,-450,5250]	6 5 2
388800.gs1	[0,0,0,-2700,-126000]	6 5 2
388800.gt1	[0,0,0,-24300,-3402000]	6 5 2
388800.gu1	[0,0,0,-540,-5040]	6 5 2
388800.gv1	[0,0,0,-4860,-136080]	6 5 2
388800.gw1	[0,0,0,-13500,-630000]	6 5 2
388800.gx1	[0,0,0,-121500,-17010000]	6 5 2
388800.gy1	[0,0,0,-45000,-3675000]	6 5 2
388800.gz1	[0,0,0,-405000,-99225000]	6 5 2
388800.ha1	[0,0,0,-4860,-130410]	6 5 2
388800.hb1	[0,0,0,-24300,1134000]	6 5 2
388800.hc1	[0,0,0,-540,-4830]	6 5 2
388800.hd1	[0,0,0,-2700,42000]	6 5 2
388800.he1	[0,0,0,-486076950,-4124826200250]	6 5 2
388800.hf1	[0,0,0,40500,-5670000]	6 5 2
388800.hg1	[0,0,0,4500,-210000]	6 5 2
388800.hh1	[0,0,0,-54008550,-152771340750]	6 5 2
388800.hi1	[0,0,0,24300,425250]	6 5 2
388800.hj1	[0,0,0,180,-1680]	6 5 2
388800.hk1	[0,0,0,-3600,-84000]	6 5 2
388800.hl1	[0,0,0,-32400,-2268000]	6 5 2
388800.hm1	[0,0,0,1620,-45360]	6 5 2
388800.hn1	[0,0,0,2700,15750]	6 5 2
388800.ho1	[0,0,0,-13500,-603750]	6 5 2
388800.hp1	[0,0,0,-121500,-16301250]	6 5 2
388800.hq1	[0,0,0,-16200,-793800]	6 5 2
388800.hr1	[0,0,0,-1800,-29400]	6 5 2
388800.hs1	[0,0,0,-45000,3675000]	6 5 2
388800.ht1	[0,0,0,-405000,99225000]	6 5 2
388800.hu1	[0,0,0,-24300,-1134000]	6 5 2
388800.hv1	[0,0,0,-4860,130410]	6 5 2
388800.hw1	[0,0,0,-2700,-42000]	6 5 2
388800.hx1	[0,0,0,-540,4830]	6 5 2
388800.hy1	[0,0,0,40500,5670000]	6 5 2
388800.hz1	[0,0,0,-486076950,4124826200250]	6 5 2
388800.ia1	[0,0,0,-54008550,152771340750]	6 5 2
388800.ib1	[0,0,0,4500,210000]	6 5 2
388800.ic1	[0,0,0,-3600,84000]	6 5 2
388800.id1	[0,0,0,180,1680]	6 5 2
388800.ie1	[0,0,0,24300,-425250]	6 5 2
388800.if1	[0,0,0,2700,-15750]	6 5 2
388800.ig1	[0,0,0,1620,45360]	6 5 2
388800.ih1	[0,0,0,-32400,2268000]	6 5 2
388800.ii1	[0,0,0,-13500,603750]	6 5 2
388800.ij1	[0,0,0,-121500,16301250]	6 5 2
388800.ik1	[0,0,0,-16200,793800]	6 5 2
388800.il1	[0,0,0,-1800,29400]	6 5 2
388800.im1	[0,0,0,-4860,136080]	6 5 2
388800.in1	[0,0,0,-540,5040]	6 5 2
388800.io1	[0,0,0,-121500,17010000]	6 5 2
388800.ip1	[0,0,0,-13500,630000]	6 5 2
388800.iq1	[0,0,0,-2700,126000]	6 5 2
388800.ir1	[0,0,0,-24300,3402000]	6 5 2
388800.is1	[0,0,0,-4050,-141750]	6 5 2
388800.it1	[0,0,0,-450,-5250]	6 5 2
388800.iu1	[0,0,0,4500,30000]	6 5 2
388800.iv1	[0,0,0,-31500,-2154000]	6 5 2
388800.iv2	[0,0,0,40500,-9882000]	6 5 2
388800.iw1	[0,0,0,-6750,213750]	6 5 2
388800.ix1	[0,0,0,-2430,46170]	6 5 2
388800.iy1	[0,0,0,2700,72000]	6 5 2
388800.iz1	[0,0,0,-226800,41573250]	6 5 2
388800.iz2	[0,0,0,-1800,98250]	6 5 2
388800.ja1	[0,0,0,1620,6480]	6 5 2
388800.jb1	[0,0,0,-13500,450000]	6 5 2
388800.jc1	[0,0,0,-5156460,-4506872400]	6 5 2
388800.jd1	[0,0,0,-14323500,-20865150000]	6 5 2
388800.je1	[0,0,0,-4860,97200]	6 5 2
388800.jf1	[0,0,0,-900,-12000]	6 5 2
388800.jg1	[0,0,0,-3375,-75000]	6 5 2
388800.jh1	[0,0,0,-17520300,28226718000]	6 5 2
388800.jh2	[0,0,0,-240300,29598000]	6 5 2
388800.ji1	[0,0,0,-1190700,-495234000]	6 5 2
388800.ji2	[0,0,0,-110700,13806000]	6 5 2
388800.jj1	[0,0,0,-7346700,6184026000]	6 5 2
388800.jk1	[0,0,0,-186300,30942000]	6 5 2
388800.jk2	[0,0,0,-6300,-138000]	6 5 2
388800.jl1	[0,0,0,-1215,-16200]	6 5 2
388800.jm1	[0,0,0,-4050,-101250]	6 5 2
388800.jn1	[0,0,0,0,-30]	6 5 2
388800.jn2	[0,0,0,0,810]	6 5 2
388800.jo1	[0,0,0,0,-243000]	6 5 2
388800.jo2	[0,0,0,0,9000]	6 5 2
388800.jp1	[0,0,0,-5791500,-5364630000]	6 5 2
388800.jp2	[0,0,0,-31500,-15510000]	6 5 2
388800.jq1	[0,0,0,-643500,198690000]	6 5 2
388800.jq2	[0,0,0,-283500,418770000]	6 5 2
388800.jr1	[0,0,0,0,-180000]	6 5 2
388800.jr2	[0,0,0,0,4860000]	6 5 2
388800.js1	[0,0,0,0,-16200]	6 5 2
388800.js2	[0,0,0,0,600]	6 5 2
388800.jt1	[0,0,0,0,-450]	6 5 2
388800.jt2	[0,0,0,0,12150]	6 5 2
388800.ju1	[0,0,0,-5078700,-4577634000]	6 5 2
388800.ju2	[0,0,0,321300,-16434000]	6 5 2
388800.jv1	[0,0,0,-564300,169542000]	6 5 2
388800.jv2	[0,0,0,2891700,443718000]	6 5 2
388800.jw1	[0,0,0,0,-12000]	6 5 2
388800.jw2	[0,0,0,0,324000]	6 5 2
388800.jx1	[0,0,0,0,-1518750]	6 5 2
388800.jx2	[0,0,0,0,56250]	6 5 2
388800.jy1	[0,0,0,-1800,-33000]	6 5 2
388800.jz1	[0,0,0,-16200,891000]	6 5 2
388800.ka1	[0,0,0,0,-75000]	6 5 2
388800.ka2	[0,0,0,0,2025000]	6 5 2
388800.kb1	[0,0,0,0,-38880]	6 5 2
388800.kb2	[0,0,0,0,1440]	6 5 2
388800.kc1	[0,0,0,-231660,42917040]	6 5 2
388800.kc2	[0,0,0,-1260,124080]	6 5 2
388800.kd1	[0,0,0,-25740,-1589520]	6 5 2
388800.kd2	[0,0,0,-11340,-3350160]	6 5 2
388800.ke1	[0,0,0,0,-101250]	6 5 2
388800.ke2	[0,0,0,0,3750]	6 5 2
388800.kf1	[0,0,0,-450,3750]	6 5 2
388800.kg1	[0,0,0,-996300,-372762000]	6 5 2
388800.kg2	[0,0,0,-132300,18342000]	6 5 2
388800.kh1	[0,0,0,-30375,2025000]	6 5 2
388800.ki1	[0,0,0,-2162700,-799146000]	6 5 2
388800.ki2	[0,0,0,-1946700,-1045434000]	6 5 2
388800.kj1	[0,0,0,-816300,-229038000]	6 5 2
388800.kk1	[0,0,0,-56700,3726000]	6 5 2
388800.kk2	[0,0,0,-20700,-1146000]	6 5 2
388800.kl1	[0,0,0,-135,600]	6 5 2
388800.km1	[0,0,0,-8100,324000]	6 5 2
388800.kn1	[0,0,0,-121500,-12150000]	6 5 2
388800.ko1	[0,0,0,-572940,166921200]	6 5 2
388800.kp1	[0,0,0,-128911500,563359050000]	6 5 2
388800.kq1	[0,0,0,-540,-3600]	6 5 2
388800.kr1	[0,0,0,40500,-810000]	6 5 2
388800.ks1	[0,0,0,-283500,58158000]	6 5 2
388800.ks2	[0,0,0,4500,366000]	6 5 2
388800.kt1	[0,0,0,-60750,-5771250]	6 5 2
388800.ku1	[0,0,0,24300,-1944000]	6 5 2
388800.kv1	[0,0,0,-270,-1710]	6 5 2
388800.kw1	[0,0,0,-25200,-1539750]	6 5 2
388800.kw2	[0,0,0,-16200,-2652750]	6 5 2
388800.kx1	[0,0,0,180,-240]	6 5 2
388800.ky1	[0,0,0,-2700,18000]	6 5 2
388800.kz1	[0,0,0,224831700,1523417382000]	6 5 2
388800.la1	[0,0,0,4500,-150000]	6 5 2
388800.lb1	[0,0,0,-28620,-1863600]	6 5 2
388800.lc1	[0,0,0,-6439500,-6289650000]	6 5 2
388800.ld1	[0,0,0,-60300,5898000]	6 5 2
388800.ld2	[0,0,0,299700,17658000]	6 5 2
388800.le1	[0,0,0,1620,-32400]	6 5 2
388800.lf1	[0,0,0,-2700,-234000]	6 5 2
388800.lg1	[0,0,0,-1423980,-654123600]	6 5 2
388800.lh1	[0,0,0,364500,230850000]	6 5 2
388800.li1	[0,0,0,1620,68400]	6 5 2
388800.lj1	[0,0,0,-3955500,-3028350000]	6 5 2
388800.lk1	[0,0,0,-2700,-66000]	6 5 2
388800.ll1	[0,0,0,-24300,1782000]	6 5 2
388800.lm1	[0,0,0,-153900,-23166000]	6 5 2
388800.lm2	[0,0,0,-9900,354000]	6 5 2
388800.ln1	[0,0,0,-89100,-9558000]	6 5 2
388800.ln2	[0,0,0,-17100,858000]	6 5 2
388800.lo1	[0,0,0,-2162700,1224234000]	6 5 2
388800.lo2	[0,0,0,-2700,4554000]	6 5 2
388800.lp1	[0,0,0,-240300,-45342000]	6 5 2
388800.lp2	[0,0,0,-24300,-122958000]	6 5 2
388800.lq1	[0,0,0,-924300,832458000]	6 5 2
388800.lq2	[0,0,0,8075700,-19033542000]	6 5 2
388800.lr1	[0,0,0,-8318700,-22476366000]	6 5 2
388800.lr2	[0,0,0,897300,704946000]	6 5 2
388800.ls1	[0,0,0,-158220,24226800]	6 5 2
388800.lt1	[0,0,0,40500,-8550000]	6 5 2
388800.lu1	[0,0,0,14580,-1846800]	6 5 2
388800.lv1	[0,0,0,-35599500,81765450000]	6 5 2
388800.lw1	[0,0,0,40500,4050000]	6 5 2
388800.lx1	[0,0,0,24981300,-56422866000]	6 5 2
388800.ly1	[0,0,0,-257580,50317200]	6 5 2
388800.lz1	[0,0,0,-715500,232950000]	6 5 2
388800.ma1	[0,0,0,-542700,-159246000]	6 5 2
388800.ma2	[0,0,0,33300,-654000]	6 5 2
388800.mb1	[0,0,0,180,1200]	6 5 2
388800.mc1	[0,0,0,-24300,6318000]	6 5 2
388800.md1	[0,0,0,-24300,-486000]	6 5 2
388800.me1	[0,0,0,-2700,6000]	6 5 2
388800.mf1	[0,0,0,-24300,-1422000]	6 5 2
388800.mg1	[0,0,0,-2700,-246000]	6 5 2
388800.mh1	[0,0,0,-180,-930]	6 5 2
388800.mi1	[0,0,0,-2700,-61200]	6 5 2
388800.mj1	[0,0,0,-607500,-206550000]	6 5 2
388800.mk1	[0,0,0,4050,-20250]	6 5 2
388800.ml1	[0,0,0,-40500,-3138750]	6 5 2
388800.mm1	[0,0,0,-6075,121500]	6 5 2
388800.mn1	[0,0,0,-105300,13152000]	6 5 2
388800.mo1	[0,0,0,-97200,-12636000]	6 5 2
388800.mp1	[0,0,0,-24300,-2430000]	6 5 2
388800.mq1	[0,0,0,1800,69000]	6 5 2
388800.mr1	[0,0,0,-1620,-25920]	6 5 2
388800.ms1	[0,0,0,-4500,-120000]	6 5 2
388800.mt1	[0,0,0,900,6000]	6 5 2
388800.mu1	[0,0,0,-5400,153000]	6 5 2
388800.mv1	[0,0,0,-176175,-22842000]	6 5 2
388800.mw1	[0,0,0,-672300,199422000]	6 5 2
388800.mx1	[0,0,0,-2250,-41250]	6 5 2
388800.my1	[0,0,0,-20250,1113750]	6 5 2
388800.mz1	[0,0,0,-29700,-4236000]	6 5 2
388800.na1	[0,0,0,-267300,114372000]	6 5 2
388800.nb1	[0,0,0,-810,-8910]	6 5 2
388800.nc1	[0,0,0,-90,330]	6 5 2
388800.nd1	[0,0,0,-19575,846000]	6 5 2
388800.ne1	[0,0,0,-74700,-7386000]	6 5 2
388800.nf1	[0,0,0,-947700,-355104000]	6 5 2
388800.ng1	[0,0,0,-10800,468000]	6 5 2
388800.nh1	[0,0,0,-2700,90000]	6 5 2
388800.ni1	[0,0,0,16200,-1863000]	6 5 2
388800.nj1	[0,0,0,-180,960]	6 5 2
388800.nk1	[0,0,0,-48600,-4131000]	6 5 2
388800.nl1	[0,0,0,-40500,3240000]	6 5 2
388800.nm1	[0,0,0,8100,-162000]	6 5 2
388800.nn1	[0,0,0,-675,-4500]	6 5 2
388800.no1	[0,0,0,-24300,6642000]	6 5 2
388800.np1	[0,0,0,-1620,25110]	6 5 2
388800.nq1	[0,0,0,-24300,1652400]	6 5 2
388800.nr1	[0,0,0,-67500,7650000]	6 5 2
388800.ns1	[0,0,0,450,750]	6 5 2
388800.nt1	[0,0,0,-4500,116250]	6 5 2
388800.nu1	[0,0,0,-24300,-162000]	6 5 2
388800.nv1	[0,0,0,-218700,38394000]	6 5 2
388800.nw1	[0,0,0,-413100,-52002000]	6 5 2
388800.nw2	[0,0,0,-197100,33678000]	6 5 2
388800.nx1	[0,0,0,40500,-20250000]	6 5 2
388800.ny1	[0,0,0,180,-6000]	6 5 2
388800.nz1	[0,0,0,-348300,79542000]	6 5 2
388800.nz2	[0,0,0,11700,582000]	6 5 2
388800.oa1	[0,0,0,-542700,153882000]	6 5 2
388800.ob1	[0,0,0,0,-750]	6 5 2
388800.ob2	[0,0,0,0,20250]	6 5 2
388800.oc1	[0,0,0,0,-6075000]	6 5 2
388800.oc2	[0,0,0,0,225000]	6 5 2
388800.od1	[0,0,0,0,-405000]	6 5 2
388800.od2	[0,0,0,0,15000]	6 5 2
388800.oe1	[0,0,0,0,-11250]	6 5 2
388800.oe2	[0,0,0,0,303750]	6 5 2
388800.of1	[0,0,0,0,-64800]	6 5 2
388800.of2	[0,0,0,0,2400]	6 5 2
388800.og1	[0,0,0,0,-300000]	6 5 2
388800.og2	[0,0,0,0,8100000]	6 5 2
388800.oh1	[0,0,0,0,-2430]	6 5 2
388800.oh2	[0,0,0,0,90]	6 5 2
388800.oi1	[0,0,0,0,-120]	6 5 2
388800.oi2	[0,0,0,0,3240]	6 5 2
388800.oj1	[0,0,0,0,-972000]	6 5 2
388800.oj2	[0,0,0,0,36000]	6 5 2
388800.ok1	[0,0,0,0,-1800]	6 5 2
388800.ok2	[0,0,0,0,48600]	6 5 2
388800.ol1	[0,0,0,-4884300,-4154814000]	6 5 2
388800.om1	[0,0,0,-38700,-2946000]	6 5 2
388800.om2	[0,0,0,105300,-15714000]	6 5 2
388800.on1	[0,0,0,4500,750000]	6 5 2
388800.oo1	[0,0,0,1620,162000]	6 5 2
388800.op1	[0,0,0,-1773900,-909306000]	6 5 2
388800.op2	[0,0,0,-45900,1926000]	6 5 2
388800.oq1	[0,0,0,-510300,-142398000]	6 5 2
388800.or1	[0,0,0,-522830700,-4601397294000]	6 5 2
388800.or2	[0,0,0,-6734700,-5734446000]	6 5 2
388800.os1	[0,0,0,-14175,-648000]	6 5 2
388800.ot1	[0,0,0,-1260,-1200]	6 5 2
388800.ou1	[0,0,0,-283500,-4050000]	6 5 2
388800.ov1	[0,0,0,0,-506250]	6 5 2
388800.ov2	[0,0,0,0,18750]	6 5 2
388800.ow1	[0,0,0,0,-360]	6 5 2
388800.ow2	[0,0,0,0,9720]	6 5 2
388800.ox1	[0,0,0,0,-194400]	6 5 2
388800.ox2	[0,0,0,0,7200]	6 5 2
388800.oy1	[0,0,0,0,-60000]	6 5 2
388800.oy2	[0,0,0,0,1620000]	6 5 2
388800.oz1	[0,0,0,0,-12960]	6 5 2
388800.oz2	[0,0,0,0,480]	6 5 2
388800.pa1	[0,0,0,0,-2250]	6 5 2
388800.pa2	[0,0,0,0,60750]	6 5 2
388800.pb1	[0,0,0,0,-81000]	6 5 2
388800.pb2	[0,0,0,0,3000]	6 5 2
388800.pc1	[0,0,0,0,-900000]	6 5 2
388800.pc2	[0,0,0,0,24300000]	6 5 2
388800.pd1	[0,0,0,0,-1215000]	6 5 2
388800.pd2	[0,0,0,0,45000]	6 5 2
388800.pe1	[0,0,0,0,-150]	6 5 2
388800.pe2	[0,0,0,0,4050]	6 5 2
388800.pf1	[0,0,0,-11340,32400]	6 5 2
388800.pg1	[0,0,0,-31500,150000]	6 5 2
388800.ph1	[0,0,0,-60612300,154830042000]	6 5 2
388800.ph2	[0,0,0,-58092300,170422122000]	6 5 2
388800.pi1	[0,0,0,-1575,24000]	6 5 2
388800.pj1	[0,0,0,-56700,5274000]	6 5 2
518400.a1	[0,0,0,1050,4000]	8 4 2
518400.b1	[0,0,0,37800,-864000]	8 4 2
518400.c1	[0,0,0,9450,-108000]	8 4 2
518400.d1	[0,0,0,4200,32000]	8 4 2
518400.e1	[0,0,0,-52200,-18936000]	8 4 2
518400.f1	[0,0,0,-117450,63909000]	8 4 2
518400.g1	[0,0,0,-611850,184211000]	8 4 2
518400.g2	[0,0,0,150,-1000]	8 4 2
518400.h1	[0,0,0,-22026600,-39789576000]	8 4 2
518400.h2	[0,0,0,5400,216000]	8 4 2
518400.i1	[0,0,0,-27000,1728000]	8 4 2
518400.j1	[0,0,0,-750,-8000]	8 4 2
518400.k1	[0,0,0,-50040,4308480]	8 4 2
518400.l1	[0,0,0,-2814750,1817640000]	8 4 2
518400.m1	[0,0,0,-12510,538560]	8 4 2
518400.n1	[0,0,0,-11259000,14541120000]	8 4 2
518400.o1	[0,0,0,-312750,-67320000]	8 4 2
518400.p1	[0,0,0,-450360,-116328960]	8 4 2
518400.q1	[0,0,0,-1251000,-538560000]	8 4 2
518400.r1	[0,0,0,-112590,-14541120]	8 4 2
518400.s1	[0,0,0,-3000,-64000]	8 4 2
518400.t1	[0,0,0,-6750,216000]	8 4 2
518400.u1	[0,0,0,-5506650,-4973697000]	8 4 2
518400.u2	[0,0,0,1350,27000]	8 4 2
518400.v1	[0,0,0,-2447400,1473688000]	8 4 2
518400.v2	[0,0,0,600,-8000]	8 4 2
